2609400635,4290260672682730,3623353053,@
1642904381,4364642682193138,1642904381,@
1642904381,4364605649639287,1642904381,@
1642904381,4364586621200758,1198073405,@
1642904381,4364564387251257,1642904381,@
1642904381,4364368512417077,1642904381,@
5710151998,4364301751889666,1776448504,@
5710151998,4364257531762889,1815418641,@
5710151998,4363999015492684,5710151998,@
5710151998,4363902491432759,5813256522,@
2803301701,4364891584799815,2803301701,@
2803301701,4364628047542062,2803301701,@
2803301701,4364607692614701,2803301701,@
2803301701,4364193429859544,2803301701,@
1624923463,4297177863611523,1768198384,@
1624923463,4281625607285361,1624923463,@
1624923463,4225177514645200,1705586121,@
1624923463,4221130540212703,1624923463,@
2812335943,4356603996553932,1804549454,@
2812335943,4327073709029994,2812335943,@
2812335943,4316740802268984,1804549454,@
2812335943,4313460055123362,1804549454,@
2812335943,4313460055123362,2609400635,@
2812335943,4313460055123362,2812335943,@
2812335943,4313460055123362,3623353053,@
2812335943,4311292548500936,3623353053,@
1804549454,4364003653906460,3623353053,@
1804549454,4362878830763386,2812335943,@
1804549454,4362746575753997,2812335943,@
1804549454,4362390767899178,3623353053,@
1804549454,4362357460964928,2609400635,@
1804549454,4361659705575017,2812335943,@
1804549454,4361659705575017,2812335943,@
1804549454,4361646132505554,3623353053,@
1804549454,4360234384934724,2812335943,@
1804549454,4360215166482668,3623353053,@
1804549454,4360209864850813,2812335943,@
1804549454,4359623760824620,2609400635,@
1804549454,4359623760824620,2609400635,@
1804549454,4359501941589537,2812335943,@
1804549454,4359324689816380,3623353053,@
1804549454,4358920115781015,3623353053,@
1804549454,4358803694569054,2609400635,@
1804549454,4357673170362972,2812335943,@
1804549454,4355602652636529,3623353053,@
1804549454,4355145849957496,3623353053,@
1804549454,4354418306909725,3623353053,@
1804549454,4353050971830361,3623353053,@
1804549454,4352600662721186,2812335943,@
1804549454,4351495484657348,2812335943,@
1804549454,4351159323414538,3623353053,@
1804549454,4351159323414538,3623353053,@
1804549454,4350838417997685,2609400635,@
1804549454,4350531709517947,3623353053,@
1804549454,4350262062002954,2812335943,@
1804549454,4350063100272555,2812335943,@
1804549454,4349844338054099,2609400635,@
1804549454,4349343291447339,3623353053,@
1804549454,4349019536503944,2812335943,@
1804549454,4348006092483368,3623353053,@
1804549454,4347540008359020,2812335943,@
1804549454,4347334248791449,3623353053,@
1804549454,4347334248791449,3623353053,@
1804549454,4347177042517710,2609400635,@
1804549454,4346806538785884,3623353053,@
1804549454,4346444138231693,3623353053,@
1804549454,4341008387397402,3623353053,@
1804549454,4340514263807704,2812335943,@
1804549454,4340382983080756,3623353053,@
1804549454,4339769620194024,2812335943,@
1804549454,4339432159492750,2812335943,@
1804549454,4339222309840162,2812335943,@
1804549454,4339222309840162,2812335943,@
1804549454,4337845663325780,3623353053,@
1804549454,4337490871374599,2812335943,@
1804549454,4336397403925547,2609400635,@
1804549454,4336397403925547,2812335943,@
1804549454,4336397403925547,3623353053,@
1804549454,4336335537750603,2812335943,@
1804549454,4336266742611177,2609400635,@
1804549454,4336096248623965,2609400635,@
1804549454,4336096248623965,2812335943,@
1804549454,4336096248623965,3623353053,@
1804549454,4335959498050571,2609400635,@
1804549454,4335959498050571,2812335943,@
1804549454,4335959498050571,3623353053,@
1804549454,4335308789094319,3623353053,@
1804549454,4334969062582445,2812335943,@
1804549454,4333398287668415,3623353053,@
1804549454,4332784459538203,3623353053,@
1804549454,4331586323760950,3623353053,@
1804549454,4331201743362370,3623353053,@
1804549454,4330268711677158,3623353053,@
1804549454,4330137019139972,3623353053,@
1804549454,4329923025613754,3623353053,@
1804549454,4329923025613754,3623353053,@
1804549454,4328096150179423,2812335943,@
1804549454,4327698639363757,3623353053,@
1804549454,4327357558722100,2609400635,@
1804549454,4327357558722100,2812335943,@
1804549454,4327357558722100,3623353053,@
1804549454,4327009809075376,2609400635,@
1804549454,4327009809075376,2812335943,@
1804549454,4327009809075376,3623353053,@
1804549454,4326507872750447,2812335943,@
1804549454,4323577903968944,2609400635,@
1804549454,4323577903968944,2812335943,@
1804549454,4323577903968944,3623353053,@
1804549454,4323440703936941,2609400635,@
1804549454,4323440703936941,2812335943,@
1804549454,4323440703936941,3623353053,@
1804549454,4323439185625018,2609400635,@
1804549454,4323439185625018,2812335943,@
1804549454,4323439185625018,3623353053,@
1804549454,4322282170452607,3623353053,@
1804549454,4321840400843792,2812335943,@
1804549454,4321479141452789,3623353053,@
1804549454,4320682650639263,2609400635,@
1804549454,4319371318543152,2812335943,@
1804549454,4317058780964584,2609400635,@
1804549454,4316333962996999,2609400635,@
6270561648,4364209137402561,6270561648,@
6270561648,4356598987928579,1337925752,@
6270561648,4356327200850060,1337925752,@
6270561648,4356269295160179,1337925752,@
6270561648,4355964813663217,1337925752,@
6270561648,4355613657470385,1337925752,@
6270561648,4353753849086946,1220926753,@
6270561648,4353428094387933,1220926753,@
6270561648,4353065705898948,1220926753,@
6270561648,4349353651012926,1197191492,@
6270561648,4348988847125542,1197191492,@
6270561648,4348717055877589,1197191492,@
6270561648,4348627960383897,1197191492,@
6270561648,4348354651304799,1197191492,@
6270561648,4348354651304799,1197191492,@
6270561648,4347992276981159,1197191492,@
6270561648,4346210536602055,6270561648,@
6270561648,4342194074113904,6270561648,@
6270561648,4341754088220648,6270561648,@
6270561648,4341167812415073,6270561648,@
1195242865,4332279582822450,1642591402,@
1195242865,4299305331987279,1642591402,@
1195242865,4299305331987279,1195242865,@
2028810631,4364995351104337,2028810631,@
2028810631,4364588457628369,2714280233,@
2214257545,4363632831182032,5375583682,@
2214257545,4363292548293601,5375583682,@
6457307019,4364976326509567,6593871464,@
5720474518,4363522668145425,5720474518,@
1750070171,4363541194467105,1750070171,@
1750070171,4363541194467105,1750070171,@
1255795640,4364234576018437,1255795640,@
1255795640,4364234576018437,1255795640,@
1255795640,4364188824236008,1255795640,@
5338420153,4146018818011786,1254433995,@
5337346496,4364903542823539,3623353053,@
5337346496,4364397692246599,2812335943,@
1241148864,4363482806186431,1316224750,@
1241148864,4362824068689923,1241148864,@
1241148864,4344651760834773,1768198384,@
1241148864,4323659478879450,1241148864,@
5471534537,4363924247713789,3623353053,@
5471534537,4363618772221985,2687827715,@
1223178222,4233051837745285,1223178222,@
1223178222,4176133949367100,1642904381,@
1878335471,4365026372389687,2812335943,@
1878335471,4365074455801520,2706896955,@
1878335471,4364986291846205,3591355593,@
1878335471,4364986291846205,1717759773,@
1878335471,4364986291846205,1752502537,@
1878335471,4364986291846205,1705586121,@
1878335471,4364977781557662,3591355593,@
1878335471,4364736961246790,1241148864,@
1878335471,4364722121261307,1197191492,@
1878335471,4364670813567916,3591355593,@
1878335471,4364670813567916,1717759773,@
1878335471,4364670813567916,1752502537,@
1878335471,4364670813567916,1705586121,@
1878335471,4364623924919415,2706896955,@
1878335471,4364586113067498,1878335471,@
1878335471,4364570912808081,3591355593,@
1878335471,4364561857174271,2812335943,@
1878335471,4364561857174271,1717759773,@
1878335471,4364560590958032,1223178222,@
1878335471,4364551908866041,1192329374,@
1878335471,4364551908866041,1426725707,@
1878335471,4364530442550595,1739046981,@
1878335471,4364530442550595,2706896955,@
1878335471,4364293794830173,1776448504,@
1878335471,4364282055214442,1878335471,@
1878335471,4364185263554694,3623353053,@
1878335471,4363905528942185,1624923463,@
1878335471,4363895734552773,3591355593,@
1878335471,4363846179307169,2609400635,@
1878335471,4363623709498374,2870450862,@
1878335471,4363608437107578,2687827715,@
1776448504,4337517241160694,1776448504,@
5909342713,4365079014787220,3623353053,@
5909342713,4365072425570669,1776448504,@
5909342713,4365070579999262,3591355593,@
5909342713,4365064474176269,3591355593,@
5909342713,4365062808649997,2812335943,@
5909342713,4365045201068296,1776448504,@
5909342713,4365005153210386,1624923463,@
5909342713,4364989181867596,3591355593,@
5909342713,4364988313369281,1776448504,@
5909342713,4364967341354647,1776448504,@
5909342713,4364967287220025,3623353053,@
5909342713,4364962036163531,3623353053,@
5909342713,4364947519605455,3591355593,@
5909342713,4364921460066501,3591355593,@
5909342713,4364900589555054,3623353053,@
5909342713,4364749426777763,1776448504,@
5909342713,4364740069145309,2812335943,@
5909342713,4364729068180690,3591355593,@
5909342713,4364690642983379,3591355593,@
5909342713,4364676080650688,3591355593,@
5909342713,4364667763331566,1776448504,@
5909342713,4364653914172957,3591355593,@
5909342713,4364653016574524,3591355593,@
5909342713,4364649770042462,5813256522,@
5909342713,4364647987575519,3623353053,@
5909342713,4364634368316731,1776448504,@
5909342713,4364617712627657,2812335943,@
5909342713,4364572397857975,2812335943,@
5909342713,4364566705832481,3623353053,@
5909342713,4364542412242608,2609400635,@
5909342713,4364537446387791,1776448504,@
5909342713,4364536364462469,1776448504,@
5909342713,4364520333834761,1776448504,@
5909342713,4364516525961683,3623353053,@
5909342713,4364385058613892,3623353053,@
5909342713,4364378377590165,1624923463,@
5909342713,4364365903531544,3591355593,@
5909342713,4364354009088756,1776448504,@
5909342713,4364349151403046,3591355593,@
5909342713,4364345528412596,3623353053,@
